ID,Text,Translation
9466,"The last of the crystal entities has been destroyed. We feel richer in knowledge but deprived of some higher truth we could have witnessed. But the prosperity of humans on Mars has been secured thanks to our actions, and that’s what matters.","Thực thể tinh thể cuối cùng đã bị phá hủy. Chúng ta cảm thấy giàu kiến thức hơn nhưng lại thiếu đi sự thật cao hơn nào đó mà lẽ ra chúng ta có thể chứng kiến. Nhưng sự thịnh vượng của con người trên sao Hỏa đã được đảm bảo nhờ hành động của chúng ta và đó mới là điều quan trọng."
9462,The Philosopher’s Stone: Epilogue,Đá phù thủy: Phần kết
9467,We watched the transformation of the Alien Crystals in awe. They shed their shells and their beautiful energy forms converged into a single vortex high in the pale Martian skies. We all basked in their light and the joy which vibrantly emanated from them.,Chúng ta đã theo dõi sự biến đổi của tinh thể ngoài hành tinh trong sự kinh ngạc. Chúng lột vỏ và dạng năng lượng tuyệt đẹp của chúng hội tụ thành một cơn lốc duy nhất trên bầu trời sao Hỏa nhạt màu. Tất cả chúng ta đều đắm chìm trong ánh sáng của chúng và niềm vui phát ra từ chúng.
9468,"We have unraveled another of the nature’s wondrous mysteries and the magnificent sight and the sense of accomplishment were worth all the effort. The crystals were the cocoon form of a single entity which lied dormant for millennia under the bleak sun on Mars. We fed it and nurtured it, giving it the energy it lacked on the Red Planet and it tried to repay us the favor. Now that its parts have all transformed and converged into a singular entity, it is ready to take back to the stars from where it came. We all know all of this because we feel its joy and can hear its song, deep into our minds.

Farewell, cosmic traveler! And come back if you want to visit your old friends some day!

<effect>A large amount of resources has been placed near the colony as a farewell gift.
<effect>Gained a new Technology, <em><reg_param1></em>.","Chúng ta đã làm sáng tỏ một bí ẩn kỳ diệu khác của thiên nhiên và cảnh tượng tuyệt đẹp cũng như cảm giác thành tựu đáng giá cho tất cả nỗ lực. Tinh thể là dạng kén của một thực thể duy nhất nằm im trong hàng thiên niên kỷ dưới ánh mặt trời ảm đạm trên sao Hỏa. Chúng ta đã cho nó ăn và nuôi dưỡng nó, cho nó nguồn năng lượng mà nó thiếu trên Hành tinh Đỏ và nó đã cố gắng đền đáp công ơn của chúng ta. Giờ đây, bộ phận của nó đã biến đổi và hội tụ thành một thực thể độc nhất, nó đã sẵn sàng quay trở lại ngôi sao từ nơi nó đến. Tất cả chúng ta đều biết tất cả những điều này bởi vì chúng ta cảm nhận được niềm vui của nó và có thể nghe thấy bài hát của nó, đi sâu vào tâm trí của chúng ta.

Vĩnh biệt, người du hành vũ trụ! Và hãy quay lại nếu một ngày nào đó bạn muốn thăm lại những người bạn cũ của mình!

<effect>Một lượng lớn tài nguyên đã được đặt gần căn cứ như một món quà tạm biệt.
<effect>Đạt được một công nghệ mới, <em><reg_param1></em>."
9469,We were truly blessed to witness such an awe-inspiring event!,Chúng ta thực sự may mắn khi chứng kiến một sự kiện đầy cảm hứng như vậy!
9470,"By powering up all the crystals, we helped the alien creature which lied dormant and marooned on Mars complete the next phase of its life cycle. It has taken off to the stars, and we all know that our first contact with an alien race has earned us a friend.","Bằng cách cung cấp năng lượng cho tất cả tinh thể - chúng ta đã giúp sinh vật ngoài hành tinh nằm im và cư trú trên sao Hỏa hoàn thành giai đoạn tiếp theo trong vòng đời của nó. Nó đã cất cánh lên vì sao, và tất cả chúng ta đều biết rằng lần đầu tiên tiếp xúc với một chủng tộc người ngoài hành tinh đã giúp chúng ta có được một người bạn."
9471,The Philosopher’s Stone: Crystal Harvest,Đá phù thủy: Thu hoạch pha lê
9472,"The destroyed crystal brings even more exotic matter for our scientists to analyze, but there's something else. A shared feeling of grief and loss takes over the colony the moment the crystal dissolves.","Tinh thể bị phá hủy mang đến những vật chất kỳ lạ hơn nữa để nhà khoa học của chúng ta phân tích, nhưng có một thứ khác. Một cảm giác đau buồn và mất mát được chia sẻ bao trùm khu vực này vào thời điểm tinh thể tan biến."
9473,"The Chief Scientist with her inquisitive mind made the observation that the entire team feels the same, even those who aren't directly involved in the destruction of the crystal. She is sure that the crystals are begging us to stop hurting their brethren and that’s why she has filed a request to cease all operations on crystal salvaging. The Tactical Commander urges us to dismiss such claims as ‘ludicrous’ and to think about the scientific possibilities ahead of us.","Nhà khoa học trưởng với đầu óc ham học hỏi của mình đã đưa ra nhận xét rằng toàn bộ nhóm đều cảm thấy như nhau, kể cả những người không trực tiếp tham gia vào việc phá hủy tinh thể. Cô ấy chắc chắn rằng tinh thể đang cầu xin chúng ta ngừng làm tổn thương những người anh em của chúng và đó là lý do tại sao cô ấy đã đệ đơn yêu cầu ngừng mọi hoạt động tái chế tinh thể. Chỉ huy chiến thuật kêu gọi chúng ta loại bỏ những tuyên bố như là 'lố bịch' và suy nghĩ về những khả năng khoa học trước mắt."
9474,"The colony comes first, no matter what.","Căn cứ đi trước, không có vấn đề gì."
9475,The destruction of the alien crystal has earned us a lot of research data. This reveals the crystals’ tremendous scientific potential. But would it be a valid moral decision to place ourselves before the crystals?,Sự phá hủy của tinh thể ngoài hành tinh đã mang lại cho chúng ta rất nhiều dữ liệu nghiên cứu. Điều này cho thấy tiềm năng khoa học to lớn của tinh thể. Nhưng đó có phải là một quyết định hợp lý về mặt đạo đức nếu đặt chúng ta trước tinh thể?
9476,St. Elmo’s Fire: Sinkhole!,Lửa thánh Elmo: Hố sụt!
9477,A sinkhole appeared overnight. It's more than 10 meters across and dangerously close by.,Một hố sụt xuất hiện trong một đêm. Nó có chiều ngang hơn 10 mét và ở gần đó rất nguy hiểm.
9478,"We should send an Explorer to assess the danger the sinkhole poses ASAP.

<effect>A new anomaly appears at the sinkhole site.","Chúng ta nên cử do thám để đánh giá mức độ nguy hiểm mà hố sụt gây ra càng sớm càng tốt.

<effect>Một điểm dị thường mới xuất hiện tại khu vực hố sụt."
5715,Troubling.,Rắc rối.
8996,A mysterious sinkhole on the surface of Mars.,Một hố sụt bí ẩn trên bề mặt sao Hỏa.
9479,A mysterious sinkhole has appeared on Mars. We should probably investigate it.,Một hố sụt bí ẩn đã xuất hiện trên sao Hỏa. Chúng ta có lẽ nên điều tra nó.
9480,St. Elmo’s Fire: A Turn for the Positive,Lửa thánh Elmo: Ngã rẽ tích cực
9481,We analyzed the sinkhole and deem it to be stable and not a safety concern.,Chúng ta đã phân tích hố sụt và cho rằng nó ổn định và không phải là vấn đề an toàn.
9482,"It is quite visible during the day and all vehicles have already added it to their navigation systems so they can easily avoid it.

The sinkhole exposed ancient lava tubes beneath the surface – rich in natural occurring polymers. This is truly a very interesting discovery we can exploit in several ways.","Nó khá dễ nhìn thấy vào ban ngày và tất cả phương tiện đã thêm nó vào hệ thống định vị của chúng để chúng có thể dễ dàng tránh nó.

Hố chìm lộ ra ống dung nham cổ đại bên dưới bề mặt - giàu polyme tự nhiên. Đây thực sự là một khám phá rất thú vị mà chúng ta có thể khai thác theo nhiều cách."
9483,Polymers are always welcome. (Gain <polymers(choice_param1)>),Polyme luôn được chào đón. (Đạt được <polymers(choice_param1)>)
9484,We may learn a lot from this exposition. Leave it intact. (Gain <research(choice_param2)>),Chúng ta có thể học được nhiều điều từ cuộc triển lãm này. Để nguyên. (Đạt được <research(choice_param2)>)
9485,The sinkhole turned out to be the entrance to ancient lava tubes below the surface of the planet.,Hố sụt hóa ra là lối vào của ống dung nham cổ đại bên dưới bề mặt hành tinh.
9486,St. Elmo’s Fire: Illuminating a Mystery,Lửa thánh Elmo: Soi sáng một bí ẩn
9487,Vivid lights - hovering just slightly above the ground - were witnessed “roaming” around water containing structures for the better part of the Martian night.,Những ánh sáng sống động - chỉ lơ lửng trên mặt đất một chút - đã được chứng kiến “đi lang thang” xung quanh cấu trúc chứa nước cho phần tốt hơn của đêm sao Hỏa.
9488,"We have limited surveillance footage that gives some credibility to the eye witnesses. 

Accounts like these are nothing new in general; the strain of the night shift is usually the culprit in such cases but the consistency and the sheer quantity of the reports make this one tough to dismiss.

Not to mention we seem to have unaccounted losses of water from our life support network.

<effect>Mysterious lights will appear at night and drain Water.
<hint>Turning off Water storages will protect our reserves, but not the rest of the Life Support grid.","Chúng ta có cảnh quay giám sát hạn chế để tạo độ tin cậy cho người chứng kiến.

Những tài khoản như thế này nhìn chung không có gì mới; Sự căng thẳng của ca đêm thường là thủ phạm trong những trường hợp như vậy nhưng tính nhất quán và số lượng tuyệt đối của báo cáo khiến điều này khó bác bỏ.

Chưa kể chúng ta dường như chưa thống kê được lượng nước bị mất từ mạng lưới hỗ trợ sự sống của chúng ta.

<effect>Những ánh sáng bí ẩn sẽ xuất hiện vào ban đêm và thoát nước.
<hint>Tắt kho chứa nước sẽ bảo vệ nguồn dự trữ của chúng ta, nhưng không bảo vệ phần còn lại của lưới hỗ trợ sự sống."
